transaction_id,customer_id,transaction_date,transaction_type,amount,adjustment_code,network_node,country,destination_account
TXN00003915,CLI000157,2023-06-04,PAGAMENTO,352.38,00,SP-CORE-02,BR,BR-9202043288
TXN00003916,CLI000857,2023-01-05,AJUSTE,511.91,02,SP-CORE-02,BR,BR-4990891827
TXN00003917,CLI001102,2023-10-01,ESTORNO,2855.21,02,SP-CORE-02,BR,BR-6327198930
TXN00003918,CLI000704,2023-11-23,ESTORNO,603.9,00,MG-CORE-01,BR,BR-9782669254
TXN00003919,CLI000769,2023-10-23,FATURA,1838.35,00,SP-CORE-02,BR,BR-3077935216
TXN00003920,CLI000365,2023-07-04,ESTORNO,-2830.63,00,MG-CORE-01,BR,BR-5501335775
TXN00003921,CLI000638,2023-10-03,AJUSTE,735.26,00,BA-CORE-01,BR,BR-2325447786
TXN00003922,CLI001092,2023-10-08,FATURA,3122.52,00,SP-CORE-01,BR,BR-9506361521
TXN00003923,CLI000355,2023-05-13,FATURA,3034.2,01,RJ-CORE-01,BR,BR-8523405865
TXN00003924,CLI000496,2023-03-22,ESTORNO,377.73,02,BA-CORE-01,BR,BR-9412720049
TXN00003925,CLI001055,2023-10-28,FATURA,2579.56,00,SP-CORE-02,BR,BR-3148411730
TXN00003926,CLI000606,2023-03-21,ESTORNO,1663.19,01,RJ-CORE-01,BR,BR-3897756110
TXN00003927,CLI000743,2023-02-15,PAGAMENTO,704.31,00,RJ-CORE-01,BR,BR-6717968085
TXN00003928,CLI000389,2023-01-28,AJUSTE,3333.9,02,SP-CORE-02,BR,BR-3162852783
TXN00003929,CLI000181,2023-06-07,FATURA,1052.98,10,MG-CORE-01,BR,BR-4328858145
TXN00003930,CLI001125,2023-01-25,FATURA,2165.9,10,RJ-CORE-01,BR,BR-9691662212
TXN00003931,CLI000886,2023-12-06,ESTORNO,2692.83,02,MG-CORE-01,BR,BR-8714058899
TXN00003932,CLI000377,2023-06-06,AJUSTE,1152.87,02,SP-CORE-01,BR,BR-5455634687
TXN00003933,CLI000113,2023-03-14,FATURA,1435.0,02,RJ-CORE-01,BR,BR-1692447546
TXN00003934,CLI000215,2023-06-07,PAGAMENTO,2401.84,00,SP-CORE-01,BR,BR-8225741241
TXN00003935,CLI001079,2023-11-25,PAGAMENTO,1344.26,00,SP-CORE-01,BR,BR-3688446467
TXN00003936,CLI001097,2023-03-23,AJUSTE,2331.26,01,SP-CORE-01,BR,BR-4086168237
TXN00003937,CLI001023,2023-08-02,AJUSTE,2888.31,01,SP-CORE-02,BR,BR-8596234712
TXN00003938,CLI000300,2023-11-23,ESTORNO,1419.34,10,BA-CORE-01,BR,BR-5858456593
TXN00003939,CLI000177,2023-09-28,FATURA,693.56,02,MG-CORE-01,BR,BR-6544122414
TXN00003940,CLI001009,2023-01-06,FATURA,1221.51,01,SP-CORE-02,BR,BR-9332842743
TXN00003941,CLI000324,2023-03-09,AJUSTE,1938.41,10,SP-CORE-01,BR,BR-8227886543
TXN00003942,CLI000696,2023-01-16,AJUSTE,182.26,10,RJ-CORE-01,BR,BR-2026972351
TXN00003943,CLI000251,2023-03-07,PAGAMENTO,904.23,01,BA-CORE-01,BR,BR-3606517080
TXN00003944,CLI000092,2023-11-09,AJUSTE,1236.78,02,RJ-CORE-01,BR,BR-5114645902
TXN00003945,CLI000779,2023-12-13,ESTORNO,-3485.56,00,SP-CORE-02,BR,BR-9565902229
TXN00003946,CLI000027,2023-05-28,FATURA,1942.41,01,SP-CORE-02,BR,BR-1064174343
TXN00003947,CLI000818,2023-07-03,PAGAMENTO,2968.25,10,RJ-CORE-01,BR,BR-4844574882
TXN00003948,CLI001197,2023-01-22,ESTORNO,2518.7,00,RJ-CORE-01,BR,BR-3142811846
TXN00003949,CLI000797,2023-08-12,ESTORNO,-1384.66,02,SP-CORE-02,BR,BR-7248352168
TXN00003950,CLI001008,2023-11-18,ESTORNO,2946.67,10,SP-CORE-02,BR,BR-2269627466
TXN00003951,CLI000798,2023-07-15,PAGAMENTO,1229.63,01,SP-CORE-01,BR,BR-5587720178
TXN00003952,CLI000181,2023-08-02,FATURA,2272.1,01,BA-CORE-01,BR,BR-7771065861
TXN00003953,CLI000568,2023-04-10,FATURA,1954.92,00,RJ-CORE-01,BR,BR-2517706056
TXN00003954,CLI000035,2023-02-10,PAGAMENTO,2642.76,00,SP-CORE-02,BR,BR-1305517870
TXN00003955,CLI000661,2023-06-18,AJUSTE,441.96,02,BA-CORE-01,BR,BR-7273835467
TXN00003956,CLI000250,2023-10-14,AJUSTE,606.34,02,RJ-CORE-01,BR,BR-9530420568
TXN00003957,CLI000263,2023-08-24,ESTORNO,-2834.9,00,RJ-CORE-01,BR,BR-9497523041
TXN00003958,CLI000441,2023-10-29,AJUSTE,1267.26,00,MG-CORE-01,BR,BR-4969240305
TXN00003959,CLI001011,2023-10-16,FATURA,1173.21,01,SP-CORE-02,BR,BR-5036536863
TXN00003960,CLI000680,2023-10-12,FATURA,910.35,10,BA-CORE-01,BR,BR-3097056432
TXN00003961,CLI000381,2023-12-19,PAGAMENTO,2319.69,01,RJ-CORE-01,BR,BR-6526012592
TXN00003962,CLI000448,2023-09-27,AJUSTE,3173.69,00,SP-CORE-01,BR,BR-3923089394
TXN00003963,CLI001054,2023-05-06,AJUSTE,1319.84,00,MG-CORE-01,BR,BR-7188307752
TXN00003964,CLI001015,2023-08-07,ESTORNO,1882.42,02,MG-CORE-01,BR,BR-6642064072
TXN00003965,CLI000449,2023-11-09,FATURA,3322.83,02,RJ-CORE-01,BR,BR-9948523764
TXN00003966,CLI000686,2023-05-18,PAGAMENTO,2574.55,02,BA-CORE-01,BR,BR-7228098909
TXN00003967,CLI000661,2023-02-10,AJUSTE,824.06,01,SP-CORE-01,BR,BR-9773224781
TXN00003968,CLI001001,2023-12-17,ESTORNO,2759.77,02,BA-CORE-01,BR,BR-9834999739
TXN00003969,CLI000597,2023-10-03,ESTORNO,2485.71,02,SP-CORE-01,BR,BR-4395560956
TXN00003970,CLI000662,2023-12-17,PAGAMENTO,3107.88,01,MG-CORE-01,BR,BR-3408619421
TXN00003971,CLI000686,2023-11-30,FATURA,430.0,10,MG-CORE-01,BR,BR-5747218802
TXN00003972,CLI000734,2023-05-18,AJUSTE,2153.69,02,RJ-CORE-01,BR,BR-2614141871
TXN00003973,CLI000875,2023-06-09,PAGAMENTO,3105.79,10,MG-CORE-01,BR,BR-7743673019
TXN00003974,CLI000719,2023-01-05,AJUSTE,3199.03,00,BA-CORE-01,BR,BR-4667168479
TXN00003975,CLI000176,2023-02-01,AJUSTE,2926.04,10,SP-CORE-02,BR,BR-6252965310
TXN00003976,CLI001074,2023-10-22,ESTORNO,-1674.39,01,SP-CORE-02,BR,BR-9049451104
TXN00003977,CLI000782,2023-10-05,ESTORNO,-2775.74,01,RJ-CORE-01,BR,BR-3873979788
TXN00003978,CLI000170,2023-10-11,PAGAMENTO,189.89,02,MG-CORE-01,BR,BR-6793644432
TXN00003979,CLI001134,2023-05-21,FATURA,48.21,01,SP-CORE-02,BR,BR-8809494982
TXN00003980,CLI000496,2023-02-06,FATURA,2938.0,02,SP-CORE-02,BR,BR-1468662769
TXN00003981,CLI000559,2023-09-27,ESTORNO,-1408.98,10,SP-CORE-01,BR,BR-2860212181
TXN00003982,CLI000896,2023-01-09,PAGAMENTO,1220.78,01,MG-CORE-01,BR,BR-7019484591
TXN00003983,CLI000279,2023-05-17,PAGAMENTO,3261.25,10,SP-CORE-02,BR,BR-5571870428
TXN00003984,CLI001175,2023-11-19,FATURA,1178.0,01,MG-CORE-01,BR,BR-7890714185
TXN00003985,CLI000838,2023-02-24,FATURA,2105.57,01,BA-CORE-01,BR,BR-8478761088
TXN00003986,CLI000088,2023-11-17,PAGAMENTO,3240.69,01,BA-CORE-01,BR,BR-5785995585
TXN00003987,CLI001141,2023-02-13,AJUSTE,3080.59,02,RJ-CORE-01,BR,BR-2952400435
TXN00003988,CLI001125,2023-01-11,AJUSTE,2364.05,10,RJ-CORE-01,BR,BR-3341106022
TXN00003989,CLI000533,2023-02-15,AJUSTE,3201.37,10,SP-CORE-02,BR,BR-9368888421
TXN00003990,CLI000591,2023-11-07,AJUSTE,1310.32,10,BA-CORE-01,BR,BR-6211814586
TXN00003991,CLI000169,2023-01-02,PAGAMENTO,1571.42,00,MG-CORE-01,BR,BR-3440428643
TXN00003992,CLI000759,2023-11-07,FATURA,1776.96,10,MG-CORE-01,BR,BR-8620154699
TXN00003993,CLI000629,2023-03-20,FATURA,2012.6,02,RJ-CORE-01,BR,BR-8767592581
TXN00003994,CLI001109,2023-06-23,AJUSTE,736.91,00,MG-CORE-01,BR,BR-8686097927
TXN00003995,CLI001169,2023-09-24,AJUSTE,2662.49,01,BA-CORE-01,BR,BR-9497854045
TXN00003996,CLI000654,2023-05-20,PAGAMENTO,1551.11,10,RJ-CORE-01,BR,BR-1916635497
TXN00003997,CLI000540,2023-09-04,FATURA,85.22,02,RJ-CORE-01,BR,BR-7111396382
TXN00003998,CLI000965,2023-11-23,AJUSTE,2927.0,01,MG-CORE-01,BR,BR-1756367883
TXN00003999,CLI000289,2023-02-22,PAGAMENTO,1190.27,10,BA-CORE-01,BR,BR-1608759619
TXN00004000,CLI000494,2023-10-26,FATURA,944.4,00,MG-CORE-01,BR,BR-6471381674
TXN00004001,CLI000105,2023-02-27,ESTORNO,-1223.29,02,BA-CORE-01,BR,BR-5645905276
TXN00004002,CLI000932,2023-02-26,FATURA,448.28,02,RJ-CORE-01,BR,BR-9130688289
TXN00004003,CLI000538,2023-05-28,AJUSTE,2158.67,02,SP-CORE-02,BR,BR-1230821363
TXN00004004,CLI000690,2023-03-10,PAGAMENTO,621.86,02,MG-CORE-01,BR,BR-7135508095
TXN00004005,CLI000633,2023-05-11,PAGAMENTO,381.44,02,RJ-CORE-01,BR,BR-2275197185
TXN00004006,CLI000644,2023-07-21,FATURA,1878.21,02,MG-CORE-01,BR,BR-6147970594
TXN00004007,CLI001132,2023-05-02,AJUSTE,3015.25,02,RJ-CORE-01,BR,BR-9340575870
TXN00004008,CLI000618,2023-12-12,FATURA,2629.57,02,MG-CORE-01,BR,BR-7363532024
TXN00004009,CLI000091,2023-07-05,PAGAMENTO,3249.32,00,MG-CORE-01,BR,BR-4366641864
TXN00004010,CLI000841,2023-09-29,AJUSTE,2711.48,02,SP-CORE-01,BR,BR-7170940238
TXN00004011,CLI000616,2023-05-03,AJUSTE,762.65,02,MG-CORE-01,BR,BR-7744459607
TXN00004012,CLI000197,2023-08-27,FATURA,374.13,10,BA-CORE-01,BR,BR-4534825528
TXN00004013,CLI000716,2023-09-10,ESTORNO,-2349.65,10,SP-CORE-02,BR,BR-1852808613
TXN00004014,CLI000581,2023-10-20,ESTORNO,-1203.36,00,BA-CORE-01,BR,BR-5916093622
TXN00004015,CLI000796,2023-07-26,ESTORNO,149.04,10,SP-CORE-01,BR,BR-8443722173
TXN00004016,CLI000081,2023-01-10,FATURA,290.86,02,BA-CORE-01,BR,BR-1060931756
TXN00004017,CLI000553,2023-08-13,FATURA,2628.97,10,MG-CORE-01,BR,BR-9145410257
TXN00004018,CLI000643,2023-09-08,FATURA,1909.63,01,BA-CORE-01,BR,BR-5010723787
TXN00004019,CLI001185,2023-07-23,FATURA,3165.45,01,SP-CORE-01,BR,BR-2358961337
TXN00004020,CLI000512,2023-12-07,AJUSTE,1932.88,10,MG-CORE-01,BR,BR-8189540372
TXN00004021,CLI000730,2023-04-12,ESTORNO,2771.24,10,SP-CORE-02,BR,BR-4102194933
TXN00004022,CLI001094,2023-01-24,PAGAMENTO,1721.89,10,SP-CORE-02,BR,BR-9539419788
TXN00004023,CLI000219,2023-05-19,AJUSTE,2731.23,01,SP-CORE-02,BR,BR-4681934042
TXN00004024,CLI000959,2023-11-10,AJUSTE,45.41,02,SP-CORE-02,BR,BR-8019235213
TXN00004025,CLI000461,2023-03-26,ESTORNO,-1733.9,02,BA-CORE-01,BR,BR-3484110392
TXN00004026,CLI000549,2023-09-03,ESTORNO,2498.69,10,MG-CORE-01,BR,BR-1156706071
TXN00004027,CLI000468,2023-04-11,FATURA,2468.51,00,SP-CORE-01,BR,BR-6100947738
TXN00004028,CLI000052,2023-11-18,ESTORNO,-1540.6,02,BA-CORE-01,BR,BR-4325955655
TXN00004029,CLI000542,2023-06-25,AJUSTE,651.53,10,SP-CORE-02,BR,BR-7875999388
TXN00004030,CLI000213,2023-03-14,FATURA,3104.52,10,MG-CORE-01,BR,BR-6223269868
TXN00004031,CLI000541,2023-03-06,FATURA,2359.32,01,SP-CORE-02,BR,BR-5102142411
TXN00004032,CLI001200,2023-06-15,AJUSTE,3036.25,10,SP-CORE-01,BR,BR-2562485301
TXN00004033,CLI000627,2023-11-25,PAGAMENTO,1922.01,01,RJ-CORE-01,BR,BR-9585846518
TXN00004034,CLI000763,2023-06-13,PAGAMENTO,1591.24,02,RJ-CORE-01,BR,BR-7073314496
TXN00004035,CLI000157,2023-04-03,AJUSTE,1324.25,02,RJ-CORE-01,BR,BR-6805631767
TXN00004036,CLI000783,2023-09-24,FATURA,359.49,02,SP-CORE-01,BR,BR-2442364344
TXN00004037,CLI000119,2023-04-07,PAGAMENTO,1799.01,00,RJ-CORE-01,BR,BR-4978638053
TXN00004038,CLI000911,2023-10-10,AJUSTE,2892.84,00,BA-CORE-01,BR,BR-7265599490
TXN00004039,CLI001018,2023-09-20,PAGAMENTO,1067.16,00,BA-CORE-01,BR,BR-2602544581
TXN00004040,CLI000153,2023-05-14,FATURA,1349.37,01,SP-CORE-02,BR,BR-7167041161
TXN00004041,CLI000123,2023-12-05,ESTORNO,-1837.35,01,SP-CORE-02,BR,BR-8216755528
TXN00004042,CLI000798,2023-02-26,FATURA,662.35,01,BA-CORE-01,BR,BR-8018437138
TXN00004043,CLI000960,2023-04-11,FATURA,25.64,10,MG-CORE-01,BR,BR-4595894877
TXN00004044,CLI000892,2023-01-24,PAGAMENTO,2568.45,00,MG-CORE-01,BR,BR-9974926617
TXN00004045,CLI000765,2023-10-06,FATURA,845.59,10,MG-CORE-01,BR,BR-9660485827
TXN00004046,CLI000380,2023-09-05,FATURA,1485.32,10,SP-CORE-01,BR,BR-9300010365
TXN00004047,CLI001058,2023-09-13,FATURA,532.54,02,BA-CORE-01,BR,BR-5740249331
TXN00004048,CLI000799,2023-10-15,PAGAMENTO,191.65,02,SP-CORE-01,BR,BR-3339613607
TXN00004049,CLI000673,2023-01-23,AJUSTE,807.13,01,MG-CORE-01,BR,BR-8015937115
TXN00004050,CLI000171,2023-05-12,PAGAMENTO,2159.36,10,RJ-CORE-01,BR,BR-4461188083
TXN00004051,CLI000793,2023-01-19,PAGAMENTO,1143.7,01,BA-CORE-01,BR,BR-8162760510
TXN00004052,CLI000689,2023-10-19,ESTORNO,-135.5,10,SP-CORE-01,BR,BR-8953013516
TXN00004053,CLI001132,2023-12-28,FATURA,3365.42,10,SP-CORE-01,BR,BR-1909979573
TXN00004054,CLI001116,2023-07-11,FATURA,1964.11,00,SP-CORE-02,BR,BR-8631642583
TXN00004055,CLI000359,2023-10-24,AJUSTE,1381.58,00,MG-CORE-01,BR,BR-7664019331
TXN00004056,CLI000816,2023-06-20,FATURA,3229.51,00,BA-CORE-01,BR,BR-1491778504
TXN00004057,CLI000357,2023-06-24,AJUSTE,3335.05,10,SP-CORE-01,BR,BR-8972930896
TXN00004058,CLI000933,2023-08-05,FATURA,2008.43,00,BA-CORE-01,BR,BR-5082587589
TXN00004059,CLI000754,2023-05-22,ESTORNO,-1810.11,01,BA-CORE-01,BR,BR-7287605035
TXN00004060,CLI000009,2023-09-15,AJUSTE,2899.9,01,BA-CORE-01,BR,BR-2699984810
TXN00004061,CLI000638,2023-07-05,PAGAMENTO,1581.25,02,SP-CORE-01,BR,BR-9330590753
TXN00004062,CLI000334,2023-05-10,ESTORNO,-1333.29,01,RJ-CORE-01,BR,BR-4359506482
TXN00004063,CLI000501,2023-06-05,FATURA,183.86,00,SP-CORE-02,BR,BR-7474924386
TXN00004064,CLI000988,2023-02-14,AJUSTE,2008.32,02,BA-CORE-01,BR,BR-8123984285
TXN00004065,CLI001010,2023-04-23,FATURA,1199.28,10,SP-CORE-01,BR,BR-9200543022
TXN00004066,CLI000842,2023-09-06,FATURA,2453.42,01,SP-CORE-01,BR,BR-3891804979
TXN00004067,CLI000520,2023-01-30,PAGAMENTO,3128.52,02,SP-CORE-01,BR,BR-9199346195
TXN00004068,CLI000475,2023-01-03,PAGAMENTO,1168.26,10,RJ-CORE-01,BR,BR-1140336385
TXN00004069,CLI001142,2023-04-17,ESTORNO,-851.96,10,BA-CORE-01,BR,BR-1112729226
TXN00004070,CLI000795,2023-07-26,PAGAMENTO,1612.12,10,SP-CORE-01,BR,BR-8690182456
TXN00004071,CLI000968,2023-04-25,ESTORNO,1099.37,10,SP-CORE-02,BR,BR-6658494712
TXN00004072,CLI000861,2023-01-23,AJUSTE,812.21,01,RJ-CORE-01,BR,BR-2846920487
TXN00004073,CLI000239,2023-06-20,PAGAMENTO,3195.18,10,RJ-CORE-01,BR,BR-2680888691
TXN00004074,CLI000899,2023-06-04,FATURA,1909.1,00,BA-CORE-01,BR,BR-2842980985
TXN00004075,CLI000699,2023-03-01,AJUSTE,1904.08,02,MG-CORE-01,BR,BR-4127220285
TXN00004076,CLI000738,2023-03-25,ESTORNO,1703.1,10,BA-CORE-01,BR,BR-5975477610
TXN00004077,CLI001180,2023-09-02,ESTORNO,-1459.18,00,SP-CORE-01,BR,BR-1992006484
TXN00004078,CLI000720,2023-07-20,PAGAMENTO,1087.22,10,RJ-CORE-01,BR,BR-9232015048
TXN00004079,CLI000794,2023-06-24,PAGAMENTO,1625.44,10,SP-CORE-02,BR,BR-2384717361
TXN00004080,CLI001188,2023-06-01,AJUSTE,1784.05,02,SP-CORE-01,BR,BR-1400524723
TXN00004081,CLI000854,2023-11-08,FATURA,1786.0,10,BA-CORE-01,BR,BR-5405091237
TXN00004082,CLI000448,2023-08-11,FATURA,1338.77,01,MG-CORE-01,BR,BR-9639490447
TXN00004083,CLI000907,2023-07-29,AJUSTE,2740.62,10,SP-CORE-01,BR,BR-1657338801
TXN00004084,CLI000421,2023-08-22,PAGAMENTO,1547.83,02,MG-CORE-01,BR,BR-5176425710
TXN00004085,CLI000377,2023-03-15,PAGAMENTO,1329.34,10,MG-CORE-01,BR,BR-7750803127
TXN00004086,CLI000489,2023-02-05,PAGAMENTO,2351.88,00,SP-CORE-01,BR,BR-9698553771
TXN00004087,CLI000067,2023-03-05,ESTORNO,472.46,10,SP-CORE-02,BR,BR-4153232553
TXN00004088,CLI000336,2023-10-04,PAGAMENTO,3384.59,01,RJ-CORE-01,BR,BR-9518699099
TXN00004089,CLI000442,2023-04-09,AJUSTE,2401.75,01,SP-CORE-01,BR,BR-8634689853
TXN00004090,CLI000057,2023-05-10,AJUSTE,183571.51,9A,SANTOS-PORT-07,LU,OFFSHORE-112442FH
TXN00004091,CLI000817,2023-10-17,PAGAMENTO,3447.49,02,SP-CORE-02,BR,BR-1398474792
TXN00004092,CLI000662,2023-12-02,ESTORNO,474.19,02,MG-CORE-01,BR,BR-4600539313
TXN00004093,CLI000497,2023-11-03,AJUSTE,1083.21,01,BA-CORE-01,BR,BR-2678474117
TXN00004094,CLI001088,2023-01-25,PAGAMENTO,134.86,10,RJ-CORE-01,BR,BR-5389271768
TXN00004095,CLI001186,2023-05-28,ESTORNO,-1870.34,02,SP-CORE-02,BR,BR-5610973669
TXN00004096,CLI001085,2023-05-12,FATURA,600.18,02,RJ-CORE-01,BR,BR-1327760496
TXN00004097,CLI000271,2023-06-15,FATURA,881.58,10,MG-CORE-01,BR,BR-8247054708
TXN00004098,CLI000915,2023-06-20,ESTORNO,2806.49,10,BA-CORE-01,BR,BR-9196096398
TXN00004099,CLI000267,2023-01-15,PAGAMENTO,2382.0,00,SP-CORE-02,BR,BR-4472691748
TXN00004100,CLI000191,2023-03-04,AJUSTE,886.89,00,MG-CORE-01,BR,BR-6067230051
TXN00004101,CLI000270,2023-10-14,ESTORNO,1416.47,10,SP-CORE-02,BR,BR-1135078768
TXN00004102,CLI001018,2023-10-17,PAGAMENTO,1845.2,10,SP-CORE-02,BR,BR-9486494079
TXN00004103,CLI000742,2023-12-25,AJUSTE,285.48,01,RJ-CORE-01,BR,BR-9563046274
TXN00004104,CLI000804,2023-03-30,PAGAMENTO,2025.44,00,MG-CORE-01,BR,BR-3347125656
TXN00004105,CLI001110,2023-06-03,ESTORNO,419.7,00,SP-CORE-02,BR,BR-8480530923
TXN00004106,CLI000367,2023-08-30,FATURA,35.62,02,SP-CORE-01,BR,BR-4979644466
TXN00004107,CLI000302,2023-06-09,PAGAMENTO,1197.89,00,SP-CORE-02,BR,BR-9716873396
TXN00004108,CLI000740,2023-12-27,AJUSTE,2303.17,00,SP-CORE-01,BR,BR-9688882785
TXN00004109,CLI000282,2023-07-07,ESTORNO,3315.96,00,MG-CORE-01,BR,BR-1654321163
TXN00004110,CLI000270,2023-01-29,FATURA,3042.18,02,MG-CORE-01,BR,BR-9018163876
TXN00004111,CLI000351,2023-06-13,PAGAMENTO,2282.81,00,SP-CORE-01,BR,BR-1931826598
TXN00004112,CLI000350,2023-12-15,PAGAMENTO,2388.3,10,RJ-CORE-01,BR,BR-2406772445
TXN00004113,CLI001095,2023-04-28,FATURA,3039.67,10,SP-CORE-01,BR,BR-1943866804
TXN00004114,CLI000763,2023-05-30,ESTORNO,2577.61,01,SP-CORE-02,BR,BR-5036616886
TXN00004115,CLI000022,2023-03-14,PAGAMENTO,3159.26,01,MG-CORE-01,BR,BR-6444259885
TXN00004116,CLI000315,2023-01-26,PAGAMENTO,2788.76,02,RJ-CORE-01,BR,BR-3068348342
TXN00004117,CLI000701,2023-03-10,AJUSTE,1416.65,00,RJ-CORE-01,BR,BR-5094088928
TXN00004118,CLI000091,2023-11-14,FATURA,2227.25,00,SP-CORE-01,BR,BR-6559065835
TXN00004119,CLI000265,2023-10-17,FATURA,1524.35,10,SP-CORE-02,BR,BR-7424419411
TXN00004120,CLI000723,2023-02-07,ESTORNO,-2008.67,00,SP-CORE-01,BR,BR-6124128956
TXN00004121,CLI000008,2023-05-02,AJUSTE,809.42,01,BA-CORE-01,BR,BR-1742855478
TXN00004122,CLI000331,2023-10-22,ESTORNO,-2273.11,01,MG-CORE-01,BR,BR-2687174501
TXN00004123,CLI000159,2023-06-25,FATURA,1883.63,02,RJ-CORE-01,BR,BR-2338247946
TXN00004124,CLI000338,2023-04-19,PAGAMENTO,2811.21,10,SP-CORE-01,BR,BR-4410631499
TXN00004125,CLI000635,2023-08-27,FATURA,1183.18,10,RJ-CORE-01,BR,BR-7390188891
TXN00004126,CLI000844,2023-06-03,AJUSTE,1973.28,10,SP-CORE-02,BR,BR-9086810658
TXN00004127,CLI000487,2023-07-17,AJUSTE,473.4,00,BA-CORE-01,BR,BR-8503648320
TXN00004128,CLI000890,2023-04-02,FATURA,1065.32,10,MG-CORE-01,BR,BR-8799197622
TXN00004129,CLI000627,2023-09-03,PAGAMENTO,618.04,02,RJ-CORE-01,BR,BR-3675382218
TXN00004130,CLI001063,2023-11-19,AJUSTE,3094.03,02,BA-CORE-01,BR,BR-7903282246
TXN00004131,CLI000226,2023-03-26,PAGAMENTO,2120.53,10,RJ-CORE-01,BR,BR-2843885186
TXN00004132,CLI000089,2023-07-27,ESTORNO,2639.34,02,SP-CORE-02,BR,BR-7730823799
TXN00004133,CLI001094,2023-11-11,AJUSTE,3206.95,00,SP-CORE-02,BR,BR-5570988739
TXN00004134,CLI000858,2023-11-25,FATURA,1052.96,02,MG-CORE-01,BR,BR-7491228078
TXN00004135,CLI000020,2023-11-17,FATURA,126.39,00,BA-CORE-01,BR,BR-7815551519
TXN00004136,CLI000851,2023-08-03,FATURA,2452.53,10,SP-CORE-02,BR,BR-6807883867
TXN00004137,CLI000258,2023-05-28,AJUSTE,3078.85,10,MG-CORE-01,BR,BR-1128591125
TXN00004138,CLI000473,2023-05-14,ESTORNO,2086.77,00,SP-CORE-02,BR,BR-6680872342
TXN00004139,CLI000681,2023-11-01,FATURA,2666.45,02,SP-CORE-01,BR,BR-4396874072
TXN00004140,CLI000374,2023-08-27,AJUSTE,-169438.92,9A,SANTOS-PORT-07,LU,OFFSHORE-164938LH
TXN00004141,CLI000863,2023-06-09,PAGAMENTO,3191.82,02,MG-CORE-01,BR,BR-1933998295
TXN00004142,CLI000457,2023-01-06,FATURA,2226.79,02,SP-CORE-02,BR,BR-7704266577
TXN00004143,CLI000336,2023-06-18,AJUSTE,2145.65,02,MG-CORE-01,BR,BR-3883404698
TXN00004144,CLI000855,2023-10-22,AJUSTE,1894.69,01,RJ-CORE-01,BR,BR-8070676290
TXN00004145,CLI000511,2023-12-22,PAGAMENTO,1694.92,10,SP-CORE-01,BR,BR-7164160975
TXN00004146,CLI000484,2023-03-28,FATURA,598.25,01,RJ-CORE-01,BR,BR-8788469970
TXN00004147,CLI001153,2023-06-16,PAGAMENTO,56.88,01,SP-CORE-02,BR,BR-1851049558
TXN00004148,CLI000929,2023-10-22,FATURA,152.02,00,MG-CORE-01,BR,BR-7416398798
TXN00004149,CLI000925,2023-02-04,PAGAMENTO,3029.04,02,RJ-CORE-01,BR,BR-6473572695
TXN00004150,CLI000108,2023-05-08,PAGAMENTO,2950.28,02,RJ-CORE-01,BR,BR-1512213630
TXN00004151,CLI000295,2023-04-01,ESTORNO,-2251.72,00,MG-CORE-01,BR,BR-2944697243
TXN00004152,CLI000461,2023-08-10,FATURA,1561.2,02,RJ-CORE-01,BR,BR-7878092406
TXN00004153,CLI000568,2023-06-06,AJUSTE,3346.73,10,BA-CORE-01,BR,BR-7834027827
TXN00004154,CLI001143,2023-04-19,ESTORNO,2592.91,01,RJ-CORE-01,BR,BR-5386315651
TXN00004155,CLI000454,2023-06-21,AJUSTE,1609.22,01,BA-CORE-01,BR,BR-9666540904
TXN00004156,CLI000510,2023-01-11,AJUSTE,3271.2,01,RJ-CORE-01,BR,BR-7278262300
TXN00004157,CLI000208,2023-01-26,AJUSTE,649.14,01,MG-CORE-01,BR,BR-9447571702
TXN00004158,CLI001168,2023-03-20,AJUSTE,1040.06,10,RJ-CORE-01,BR,BR-3265654028
TXN00004159,CLI000711,2023-04-08,ESTORNO,-2506.74,10,SP-CORE-02,BR,BR-1069888983
TXN00004160,CLI000510,2023-06-15,FATURA,3207.17,10,SP-CORE-01,BR,BR-3018176579
TXN00004161,CLI000749,2023-06-17,AJUSTE,353.51,00,MG-CORE-01,BR,BR-6587745053
TXN00004162,CLI000547,2023-06-16,ESTORNO,1879.44,10,SP-CORE-01,BR,BR-6780272082
TXN00004163,CLI000626,2023-05-20,FATURA,548.56,02,RJ-CORE-01,BR,BR-9932532156
TXN00004164,CLI000180,2023-02-10,FATURA,2086.18,01,RJ-CORE-01,BR,BR-8621906659
TXN00004165,CLI000155,2023-06-14,AJUSTE,829.34,00,MG-CORE-01,BR,BR-5497143326
TXN00004166,CLI000458,2023-05-08,FATURA,2881.59,02,SP-CORE-01,BR,BR-9521072699
TXN00004167,CLI001019,2023-11-09,ESTORNO,-3364.27,00,BA-CORE-01,BR,BR-4910446704
TXN00004168,CLI000356,2023-07-03,ESTORNO,1746.7,00,MG-CORE-01,BR,BR-8915949601
TXN00004169,CLI000841,2023-05-23,AJUSTE,1445.34,00,MG-CORE-01,BR,BR-1441280475
TXN00004170,CLI000648,2023-02-08,AJUSTE,2356.3,02,MG-CORE-01,BR,BR-1962134345
TXN00004171,CLI000150,2023-01-05,AJUSTE,3061.52,00,MG-CORE-01,BR,BR-4545308821
TXN00004172,CLI000790,2023-01-22,ESTORNO,1026.28,00,RJ-CORE-01,BR,BR-1595859831
